Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Cause,Human Review
3/8/1965,10:30,"Libmanan, Philippines",Fairways,43,Manila - Naga,Douglas DC-3,PI-C948,4892,12.0,10.0,0.0,Crashed and burned on a forested mountain slope on Mt. Tangcong Vaca. Misjudgment of clearance with the ground by the crew which resulted in collision with trees.,"fire, cfit","cfit, pilot_error"
1/31/1955,,"Lapadrera, Colombia",Interamericana de Aviacion,,,Consolidated PBY-5 Catalina,HK-1000E,,5.0,5.0,0.0,Crashed into the Caqueta river while landing.,cfit,cfit
5/16/1938,2:07,"Near Saugus, California",Northwest Orient Airlines,,"Burbank,- St. Paul",Lockheed 14-H2 Super Electra,NC17394,1439,9.0,9.0,0.0,"Struck Stroh peak at 3,300 feet in Mint Canyon, 27 minutes after taking off from Burbank Airport. The aircraft struck a ridge, bounded over a ravine and struck a second ridge, broke up and burst into flames.","fire, cfit","fire, cfit"
10/6/2005,5:40,"Winnipeg, Canada",Morningstar Air Express,8060,"Winnipeg - Thunder Bay, Ontario",Cessna 208B,C-FEXS,208B-0542,1.0,1.0,0.0,"Soon after taking off the plane encountered icing conditions and the pilot tried to return to the airport but did not make it crashing into a Canadian National main railway track. In-flight icing conditions in which the aircraft's performance deteriorated until the aircraft was unable to maintain altitude. Also, the aircraft was overloaded by 288 pounds for normal weather conditions, 488 if there was icing.","mechanical, weather, pilot_error","mechanical, weather, pilot_error"
10/7/2002,9:10,"Santa Cruz do Sul, Brazil",American Virginia,,,Learjet 60,N5027Q,60-242,5.0,1.0,0.0,"The crew was not able to stop the plane on the rain-slick runway, overran the runway and collided with an obstacle.","weather, collision, pilot_error","weather, collision, pilot_error"
3/7/1976,2:20,"San Onofre, California",Sky Haven - Air Taxi,,"Palm Springs, CA - Santa Ana, CA",Cessna 172M,N1631V,,2.0,2.0,0.0,The aircraft crashed into the PacifiOcean after an in-flight fire. Source of the fire undetermined.,fire,fire
4/23/1954,21:25,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,,Mendoza - Cordoba,Douglas DC-3,LV-ACX,12387,25.0,25.0,0.0,Crashed into a mountain during an approach. Deviation from prescribed course for unknown reasons. Crew fatigue may have played a part. The captain acted contrary to company policy regarding a required IFR approach.,"mechanical, cfit","cfit, pilot_error"
6/29/1966,12:04,"Sagalyan, Philippines",Philippine Air Lines,785,Mamburao - San Jose,Douglas DC-3,PI-C17,20573,26.0,24.0,0.0,"Cashed in poor weather. Misjudgment of the terrain clearance, which resulted in the collision with trees in severe turbulence and strong gusty winds.","weather, cfit","weather, cfit"
3/30/1920,,"Newark, New Jersey",US Aerial Mail Service,,,De Havilland DH-4,72,,1.0,1.0,0.0,,unknown,unknown
3/23/2007,17:00,"Mogadishu, Somalia",Transaviaexport Airlines,,Mogadishu - Djibouti,Ilushin Il-76TD,EW-78849 ,1013405192,11.0,11.0,0.0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu.","shot_down, mechanical, cfit",shot_down
5/25/1969,9:52,"Reggio di Calabria, Italy",Aero Transporti Italiani,,Rome - Reggio di Calabria,Fokker F-27 Friendship 600,I-ATIT,10363,36.0,1.0,0.0,Landed short of the runway and hit a wall. Misjudgement by the pilots of the distance between the aircraft and the ground during the final phase of the landing approach.,unknown,pilot_error
4/30/1954,9:18,"Near Calcutta, India",Darbhanga Aviation,,,Douglas C-47A-30-DK,VT-DEM,13792,11.0,5.0,0.0,"The aircraft tried to return to the airport after the No. 1 engine failed on takeoff but was unable to maintain airspeed, stalled and crashed into a tree. Delay in feathering the No. 1 engine after failure. Improper emergency procedural errors by the pilot.","mechanical, pilot_error","mechanical, pilot_error"
6/3/1951,,"New Boston, Texas",Military - U.S. Air Force,,,Fairchild C-82,,,10.0,10.0,0.0,Struck by lightning and crashed.,cfit,weather
1/22/1996,12:00,"Off Point Pedro, Sri Lanka",Military - Sri Lanka Air Force,,,Mil Mi-17 (helicopter),CH-587,,39.0,39.0,0.0,Shot down by Tamil rebels and crashed into the Indian Ocean.,"shot_down, cfit",shot_down
1/6/1993,19:20,"Paris, France",Lufthansa Cityline,5634,Bremen - Paris,de Havilland Canada DHC-8-301,D-BEAT,210,23.0,4.0,0.0,"While approaching Charles de Gaulle Airport,  a preceding Korean Air, Boeing 747 blew a tire on landing and the runway was closed. The crew had to use another runway but the aircraft entered a high sink rate and flew into the ground 5,500 feet short of the runway.",unknown,pilot_error
12/29/1994,15:30,"Near Van, Turkey",Turkish Airlines (THY),278,Ankara - Van,Boeing B-737-4Y0,TC-JES,26074/2376,76.0,57.0,0.0,The aircraft crashed into a hill near the airport in driving snow after a fourth landing attempt.,"weather, cfit","weather, cfit"
3/11/1974,21:42,"Carson City, Nevada",Executive Air - Air Taxi,,"Carson City, NV - San Jose, CA",Robertson 414,N8118Q,,4.0,4.0,0.0,"Took off on a dark night, turned, climbed and struck a mountain. Pilot failed to follow approved procedures. Failed to see and avoid obstructions. Improper decision and planning.","mechanical, cfit, pilot_error","cfit, pilot_error"
10/31/1994,15:59,"Roselawn, Indiana",American Eagle,4184,Indianapolis - Chicago,ATR-72-212,N401AM,401,68.0,68.0,0.0,"The aircraft was in a holding pattern and was descending to a newly assigned altitude of 8,000 feet when it experienced an uncommanded roll and excursion and crashed during a rapid descent. Icing. The design of the rubber de-icing boot was insufficient to deal with icing on the wings. Sudden and unexpected aileron hinge movement reversal, that occurred after a ridge of ice accreted beyond the deice boots while the airplane was in a holding pattern during which it intermittently encountered supercooled cloud and drizzle/rain drops, the size and water content of which exceeded those described in the icing certificication envelope. The airplane was susceptible to this loss of control and the crew was unable to recover. Contributing factor was the French Directorate General for Civil Aviation's inadequate oversight of the ATR42 and ATR 72, and its failure to take the necessary corrective action to ensure continued airworthiness in icing conditions and failure to provide the FAA with timely airworthiness information developed from previous ATR incidents and accidents in icing conditions.","mechanical, weather, cfit, pilot_error","mechanical, weather, pilot_error"
6/25/1990,14:30,"Aialak Bay, Alaska",Air Taxi - Trail Lake Flying Service Inc.,,"Seward, AK - Aialak Bay, AK",Cessna 207A,N9985M,20700775,5.0,5.0,0.0,"Crashed into a 2,700 ft. mountain while on a sightseeing trip.  The pilot-in-command's attempt to fly under visual flight rules while in instrument meteorological conditions. Contributing factors to the accident were the low ceiling and surrounding mountainous terrain.","weather, cfit","weather, cfit"
3/17/1994,22:30,Near Nag,Military - Iranian Air Force,-,Tehran - Moscow,Lockheed Hercules C-130,May-21,4432,32.0,32.0,0.0,Shot down with a missile by Armenian forces while en route.,shot_down,shot_down
3/14/1972,22:00,"Near Al Fujayrah, United Arab Emirates",Sterling Airways,296,Colombo - Dubai,Aerospatiale Caravelle Super 10B,OY-STL,267,112.0,112.0,0.0,"The aircraft struck a mountain ridge during approach, 50 miles E of Dubai. Incorrect information from an outdated flight plan.",cfit,"cfit, pilot_error"
12/9/1936,10:30,"Croydon, England",KLM Royal Dutch Airlines,,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,1358,17.0,15.0,0.0,The aircraft crashed into houses while attempting to take off in heavy fog. A stewardess and the radio operator survived. Aircraft designer Juan de la Cieva killed.,weather,weather
12/21/1987,15:10,"Bordeaux, France",Air Littoral,,Brussels - Bordeaux,Embraer 120 Brasilia,F-GEGH,120-033,16.0,16.0,0.0,Crashed short of the runway and struck trees in fog after being diverted due to the weather.,"weather, cfit","weather, cfit"
12/18/1954,,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,,,Douglas C-47A,YV-C-AMP,19292,2.0,2.0,0.0,The cargo plane crashed into a mountain.,cfit,cfit
12/21/1994,9:53,"Coventry, England",Phoenix Aviation,702,East Midlands - Coventry,Boeing 737-2D6C,7T-VEE,20758/322,5.0,5.0,0.0,After a go-around the plane struck a transmission tower and crashed.,cfit,cfit
9/2/1958,,"Sasnashen, Russia",Military - U.S. Air Force,,,Lockheed C-130A-II Hercules,56-0528,3136,17.0,17.0,0.0,Shot down by Soviet Mig fighters.,shot_down,shot_down
12/5/1972,15:05,"Beni Sueif, Egypt",EgyptAir,,Training,Boeing 707-336C,SU-AOW,19845/809,6.0,6.0,0.0,Crashed after the No. 4 engine separated from the plane.,mechanical,mechanical
6/1/2003,15:26,"Milan, Italy",Eurojet Italila,,Milan - Genoa - Farnborough,Gates Learjet 45,I-ERJC,45-093,2.0,2.0,0.0,Shortly after taking off the jet nosed into the ground. Malfunction of the trim tab system.,unknown,mechanical
3/27/1967,5:44,"Greenwood, Mississippi",Harold E. Bell - Air Taxi,,,Beechcraft 95-55,N1333Z,,2.0,2.0,0.0,Collided with trees in fog on final approach. Improper IFR operation.,"weather, collision, cfit, pilot_error","weather, cfit, pilot_error"
12/23/1936,,"Near Dallas, Texas",Braniff Airways,,Test flight,Lockheed 10 Electra,NC14905,1018,6.0,6.0,0.0,After an attempted go-around the right engine failed and the plane crashed and burst into flames into a corn field..,"fire, mechanical","fire, mechanical"
1/5/1965,0:28,"Kla City, Oklohoma",Alva Aircraft Service - Taxi,,,Cessna 182B,N2401G,,3.0,3.0,0.0,Crashed while en-route. Pilot flew into adverse weather conditions. Spatial disorientation.,weather,weather
11/3/1977,,"Belgrade, Yugoslavia",El Al,,,Boeing B-747,,,,1.0,0.0,Explosive decompression.,sabotage,mechanical
9/7/1946,,"Nome, Alaska",Mt. McKinley Airfreight,,,Douglas C-47A,,,4.0,4.0,0.0,The cargo plane went off course and struck a fog covered mountain as it circled to land.,"weather, cfit","weather, cfit"
12/7/1963,19:19,"Near Nederland, Colorado",Zantop Air Transport,,Lowery AFB - Ogden Hill AFB,Curtis C-46A-20-CU,N609,26571,3.0,3.0,0.0,"The cargo plane impacted a vertical rock face at 12,500 ft. Pilot in command executed improper in-flight decisions and planning and exercised poor judgment.",pilot_error,pilot_error
11/11/1961,,Off Puerto Rico,Air Haiti International,,"San Juan, PR - Managua",Lockheed L-749A Constellation,HH-ABA,2615,3.0,3.0,0.0,Went missing en route.,undetermined,undetermined
11/15/1964,20:25,"Las Vegas, Nevada",Bonanza Airlines,114,Phoenix - Las Vegas,Fairchild F-27A,N745L,29,29.0,29.0,0.0,"The aircraft crashed  into rising terrain 9.7 miles south southwest of MCarran Field in a snowstorm during an approach to the airport. Captain's misinterpretation of approach charts leading to premature descent below obstructing terrain. After years of legal court battles, a U.S. District Court Judge concluded that the landing charts provided by Jeppesen were the main cause of the accident.","weather, cfit, pilot_error","weather, cfit, pilot_error"
11/7/1960,,"Near Quito, Ecuador",AREA,,Guayaquil - Quito,Fairchild F-27A,HC-ADV,0001A,37.0,37.0,0.0,Crashed into a mountain 20 miles south of the airport.,cfit,cfit
2/1/1947,,"Near Lisbon, Portugal",Air France,,Paris - Bordeaux - Lisbon,Douglas DC-3C,F-BAXQ,25251,16.0,15.0,0.0,Crashed into Cintra mountain while on approach in poor weather condtions.,"weather, cfit","weather, cfit"
5/8/1984,,"Elbet Beni Salama, Egypt",Military - Egyptian Air Force,,,McDonnel F-4E Phantom II,,,2.0,2.0,19.0,"Crashed into a village approximately 80 miles from Cairo, killing 19 on the ground.",unknown,cfit
3/6/1976,1:00,"Near Voronezh, Russia",Aeroflot,,Moscow - Yerevan,Ilyushin IL-18D,CCCP-75408,186009201,120.0,120.0,7.0,"The aircraft plunged to earth from FL 260. Electrical power failure of compass, gyros and auto pilot.",mechanical,mechanical
8/27/1992,22:44,"Near Ivanovo, Russia",Aeroflot,2808,Donetsk - Ivanovo,Tupolev TU-134A,CCCP-65058,49868,84.0,84.0,0.0,The aircraft crashed 1.5 miles from the airport during approach. Poor landing coordination by the flight crew.,unknown,pilot_error
10/8/1926,,"Bueren, Germany",Deutsche Lufthansa,,,Fokker FG III,D-468,1554,4.0,4.0,0.0,Weather related.,weather,weather
6/2/1958,5:23,"Manila, Philippines",Pan American World Airways,,San Francisco - Singapore,Boeing 377 Stratocruiser 10-26,N1023V,15923,57.0,1.0,0.0,"A hard landing in heavy rain and gusty winds at Manila caused the collapse of the right main landing gear. A prop broke off the No. 3 engine, penetrated the cabin and killed one passenger. The aircraft was named 'Clipper Golden Gate.'","mechanical, weather","mechanical, weather"
8/11/1998,,"Saurimo, Angola",Alada,,,Antonov An-12BP,D2-FAZ,,13.0,1.0,0.0,Blew a tire while landing causing the plane to to run off the runway and crash.,unknown,mechanical
12/31/1928,,"Reims, France",CIDNA,,,Blériot Spad 66,F-AEHX,40,3.0,2.0,0.0,Crashed into high ground in fog.,weather,weather
8/15/1973,14:50,"Don Don, Haiti",Private,,Port Au Prince - Cap Haitien,Norman BN-2A-6,N38JA,211,10.0,10.0,0.0,Airframe failure in flight.,mechanical,mechanical
1/8/1928,,"Near Canajoharie, New York",Colonial Western Airlines,,Minola - Albany - Buffalo,Fairchild FC-2,,39,3.0,3.0,0.0,Became lost in dense fog and flew into the ground in the Mohawk Valley while proceeding to Buffalo..,weather,"weather, cfit"
11/15/1992,,"Near Porto Plata, Dominican Republic",Aerocaribbean - Charter,,Santo Domingo - Porto Plata,Ilyushin IL-18D,CU-T1270,187010301,34.0,34.0,0.0,Crashed into an 850 meter high peak while on approach to Puerto Plata.,cfit,cfit
4/19/1968,,"Mull of Kintyre, England",Military - Royal Air Force,,,Avro Shackleton MR-2,WB833,,11.0,11.0,0.0,Crashed during anti-submarine exercises.,unknown,unknown
12/5/1972,,"Myrtle Beach, South Carolina",Military - U.S. Air Force,,,Lockheed C-130E Hercules,64-0558,4059,12.0,12.0,0.0,"During a training exercise a  F-102A  jet fighter collided with the C-130, causing both planes to crash.",collision,collision
8/25/1992,5:15,"Hot Springs, Arizona",Lone Star Airlines,,Test,Swearingen SA-227AC Metro III,N342AE,AC-545,3.0,3.0,0.0,"The aircraft was on a test flight after replacement of all primary flight control cables. The aircraft took off, rolled to the right and crashed. Inadequate maintenance and inspection by the operator's maintenance personnel, and the failure of the pilot-in-command to assure proper travel direction of the airplane's primary flight controls after being made aware of the nature of the maintenance performed.","mechanical, pilot_error","mechanical, pilot_error"
6/8/1992,8:52,"Anniston, Alabama",GP Express Airlines,861,"Atlanta - Anniston, AR",Beechcraft C99,N118GP,U-185,6.0,3.0,0.0,The aircraft crashed during an attempted landing at Anniston Municipal Airport after intercepting the back course localizer signal for an ILS approach. Failure of the flight crew to use approved instrument flight procedures which resulted in a loss of situational awareness and terrain clearance. Failure of  management of GP Express to provide adequate training and operational support for the startup of the southern operation. Failure to provide approach charts for each pilot and to establish stabilized approach criteria.  Inadequate crew coordination and a role reversal on the part of the captain and first officer.,"mechanical, cfit, pilot_error","cfit, pilot_error"
4/12/1938,,"Near Formia, Italy",Ala Littoria,,,Junkers JU-52,I-BAUS,4063,19.0,19.0,0.0,Crashed into mountains.,cfit,cfit
8/27/1943,,"Rio de Janeiro, Brazil",VASP,,,Junkers JU-52/3m,PP-SPD,5459,21.0,18.0,0.0,Struck a Naval Academy building while attemptin to take off.  The plane then broke in two and fell into the harbor. The plane was named 'City of Rio de Janiero.',cfit,cfit
8/15/1958,,"Near Chita, Russia",Aeroflot,,,Tupolev TU-104-A,CCCP-L5442,,64.0,64.0,0.0,The aircraft stalled after flying over a thunderstorm. The aircraft climbed in excess of its operational ceiling considering its weight.,"weather, pilot_error","weather, pilot_error"
8/10/1968,7:57,"Charleston, West Virginia",Piedmont Airlines,230,"Cincinnati - Charlston, WV",Fairchild-Hiller FH-227B,N712U,557,37.0,35.0,0.0,"Crashed on approach to Kanawha County Airport in poor visibility. The aircraft was being operated under VFR when it entered a shallow fog overlying the approach lights.  Unrecognized loss of altitude orientation during the final portion of the approach into shallow, dense fog. Disorientation caused by rapid reduction in the ground guidance segment available to the pilot at a point beyond which a go-around could not be initiated.",weather,weather
7/6/1960,14:30,"Off Barnegat City, New Jersey",Military - U.S. Navy,,,Goodyear ZPG-3W (airship),144242,,21.0,18.0,0.0,"The airship crashed nose-first into the AtlantiOcean, 10 miles off the coast of New Jersey. The  failure of a seam due to some unknown factor that degraded the adhesive.",mechanical,mechanical
12/1/1989,9:30,"Patuxent, Maryland",Military - U.S. Army,,Fort Belvoir - Patuxent River NAS,CASA 212 Aviocar 200,N296CA,296,5.0,5.0,0.0,The crew inadvertently selected 'Beta Range' on the propellers at 800 feet. The aircraft then stalled and crashed into the river.,"cfit, pilot_error","cfit, pilot_error"
7/9/1991,,"Bellavista Airport, Peru",Aerochasqui,,,CASA 212 Aviocar 200,OB-1218,232,15.0,15.0,0.0,The aircraft was shot at by drunken police in an attempt to stop it for a search when mistaken for drug smuggling. As the plane ascended through 75 ft. bullets penetrated the forward fuselage killing the pilot and copilot.,unknown,shot_down
6/30/1973,,"Amman, Jordan",Aeroflot,,"Amman, Jordan - Beiruit, Lebanon - Yerevan, Armenia",Tupolev TU-134A,CCCP-65668,1351306,84.0,5.0,3.0,"The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames.",fire,mechanical
2/26/1979,14:25,"Greensville, Mississippi",Air Service - Air Taxi,,"Greenville, MS - Charlotte, NC",Beech 58,N2055K,,3.0,3.0,0.0,Midair collision with a Beechcraft 99A55. Pilots in command failed to see and avoid other aircraft.,"mechanical, collision, pilot_error","collision, pilot_error"
7/26/1922,,"Cadix, Spain",Grands Express Aeriens,,,Breguet 14,,,3.0,3.0,0.0,,unknown,unknown
10/9/1985,19:00,"Vitória da Conquista, Brazil",Nordeste Linhas Aéreas,,,Embraer 110C Bandeirante,PT-GKA,110090,2.0,2.0,0.0,The pilot of the cargo plane stayed at a low altitude after taking off in IMC conditons and crashed.,unknown,unknown
12/10/1947,0:20,"Near Goose Bay, Labrador",Military - U.S. Air Force,,"Goose Bay - Westover Field, MS",Douglas C-54D-DC (DC-4),42-72572,10677,29.0,23.0,0.0,The aircraft crashed and burned in a wooded area shortly after taking off from Goose Bay. Snow falling at the time of the accident was a factor.,"fire, weather, cfit","weather, cfit"
3/28/2003,15:49,"New Vienna, Iowa",Morris Hancock Flying Club - Charter,-,"Aurora, IL - Morris, MN",Beech A36,N1636W,E-348,3.0,3.0,0.0,"The aircraft, owned by a flying club as a rental airplane, was destroyed following an uncontrolled descent into terrain about 2 miles west of New Vienna, Iowa. The improper planning/decision by the pilot to fly into forecast icing  conditions with an airplane not equipped with a certified deicing system. Also casual to the accident was the continued flight in known icing conditions and the pilot not performing flight to an alternate destination. A contributing factor was the pilot's lack of qualification as an air carrier.","mechanical, weather, cfit, pilot_error","mechanical, weather, pilot_error"
12/1/1950,,"Near Chamaran, Iran",Iran Air,,,Douglas DC-3,EP-AAJ,13572,8.0,8.0,0.0,Flew into a mountain.,cfit,cfit
1/16/1987,6:40,"Cima, California",California Air Charter,,"Ontario, CA - Las Vegas, NV",Cessna 208 Caravan I,N9613F,208-00106,1.0,1.0,0.0,"While en route the cargo plane began a gradual descent until it impacted a mountain at 6,500 ft.  Altitude not maintained. Inadvertent descent by pilot. Pilot fatigue (lack of sleep).","mechanical, cfit","cfit, pilot_error"
7/25/1971,,"Near Irkutsk, Russia",Aeroflot,,Novosibirsk - Irkutsk,Tupolev TU-104B,CCCP-42405,820202,126.0,97.0,0.0,While landing at Irkutsk Airport the aircraft landed short of the runway after an excessive rate of sink. The left wing separated and the plane burst into flames.,"fire, mechanical","fire, mechanical"
12/8/1945,,"Near Billings, Montana",Military - U.S. Army,,"Newark, N.J. - Seattle, WA",Douglas C-47,,,21.0,17.0,0.0,Crashed into a field after hitting trees while attempting to land in a snowstorm.,"weather, cfit","weather, cfit"
7/24/1992,16:30,"Mt. Lalaboy,  Indonesia",Mandala Airlines,,Jakarta - Surabaya - Ujung Pandang - Ambon,Vickers Viscount 816,PK-RVU,434,70.0,70.0,0.0,"Crashed into Mt. Lataboy at 2,800 ft. during an approach to Ambon in a severe rainstorm.","weather, cfit","weather, cfit"
8/12/1985,18:56,"Mt. Osutaka, near Ueno Village, Japan",Japan Air Lines,123,Tokyo - Osaka,Boeing B-747-SR46,JA8119,20783/230,524.0,520.0,0.0,"The aircraft suffered an aft pressure bulkhead failure at 23,900 ft. The aircraft had severe control difficulties with loss of all controls and eventually after 40 minutes, collided with a mountain. Improper repair of the  bulkhead while being supervised by Boeing engineers after a tail strike in 1978. Worst single plane disaster in aviation history. Kyu Sakamoto, 43, famous for his Japanese song 'Sukiyaki' was killed in the accident.","mechanical, collision, cfit, pilot_error",mechanical
5/24/1999,13:15,"Kunching, Malaysia",Military - Malaysian Air Force,,Training,de Havilland Canada DHC-4A,M21-05,270,5.0,5.0,0.0,Crashed while attempting to take off.,unknown,unknown
7/12/1961,1:29,"Casablanca, Morocco",Ceskoslovenske Aerolinie,,Zurich - Rabat,Ilyushin IL-18B,OK-PAF,181002904,72.0,72.0,0.0,"On reaching Rabat, the plane was diverted to Casablanca because of poor ground visibility. Conditions at Casablanca were a little better but the plane overshot the runway on its first approach. With worsening conditions the pilot asked to land at the U.S. Air Force base at Nouasseur. While the tower was seeking permission, the pilot saw a window of opportunity and tried again to land at Casablanca. The aircraft crashed into a hillside and burned eight miles short of the runway.","fire, weather, cfit","weather, cfit"
6/3/1999,,"Near Khartoum, Sudan",Military - Sudan Air Force,,Kassala - Khartoum,Antonov 32,,,50.0,50.0,0.0,,unknown,unknown
2/5/1996,9:50,"St. Johns, Arizona",Business Air Connection,,"St. Johns, AZ - Brownsville, TX",ConvairCV-440,N131T,338,4.0,4.0,0.0,"The cargo plane was unable to gain altitude while attempting to takeoff, overran the runway and hit power lines and a conrete barrier. Inadequate pre-flight planning and preparation by the PIC, his failure to ensure the aircraft was properly loaded within limitations, his failure to use proper flaps for takeoff, his failure to use ADI (Antidetonation Injection) assisted takeoff, and his resultant failure to attain sufficient airspeed to climb after takeoff. Factors relating to the accident were: the high density altitude, and the PIC's lack of experience in the make and model of airplane.","mechanical, pilot_error",pilot_error
5/13/1957,,"Near San Carlos de Bariloche, Argentina",Lineas Aereas del Estado,,,Vickers 615 Viking 1B,T-3,151,16.0,16.0,0.0,"The pilot lost in rain and fog searched for a landing area until the plane ran out of fuel and crashed into a 4,500 foot mountain.","fuel, weather, cfit","fuel, weather, cfit"
3/24/2006,11:00,"Cuenca, Ecuador",ATESA,,Cuenca - Macas,Cessna 208B Grand Caravan,HC-BXD,208B-0591,14.0,5.0,0.0,The plane lost altitude shortly after taking off and crashed into a building.,unknown,unknown
9/20/1943,8:50,"Near Maxton, North Carolina",Military - U.S. Army Air Forces,,,Douglas C-53D-DO,42-68729,11656,25.0,25.0,0.0,Crashed into a wooded area after nearly colliding with a glider being towed by another aircraft.  The evasive maneuver caused the aircraft to stall and crash.,"cfit, pilot_error","cfit, pilot_error"
4/15/1985,23:30,"Near Phuket, Thailand",Thai Airways,,,Boeing B-737-200,HS-TBB,21810/604,11.0,11.0,0.0,The aircraft hit high ground during good weather conditions and after transmitting an emergency message that they had lost both engines.,"mechanical, weather",mechanical
7/14/1992,,"Near Nakhichevan, Azerbaijan",Military - Russian Air Force,,Nakhichevan - Rostov,Antonov AN-12V,CCCP-11111,1347903,34.0,29.0,0.0,Cashed and burned after taking off. Possible fuel exhaustion.,"fire, fuel",fuel
8/21/1949,23:30,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,,Churchhill - Winnipeg,Consolidated Canso (amphibian),11057,,21.0,21.0,0.0,Crashed and burned in a wooded area after entering an area of thunderstorms.,"fire, cfit",weather
5/7/1953,,"Off Hartland Point, England",Military - Royal Air Force,,,Vickers Valetta T-3,WG258,,10.0,10.0,0.0,Crashed into the sea.,cfit,cfit
3/21/1994,,"Weipa, Australia",Aurukun Air Services,,,Britten-Norman BN-2A-21 Trislander,VH-JUU,632,6.0,6.0,0.0,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway.",mechanical,mechanical
5/3/2009,12:00,"Near El Alto de Rubio, Venezuela",Military - Venezuelan Army,,Patrol,Mi-35,EV08114 ,,18.0,18.0,0.0,The helicopter was patrolling along the Venezuelan / Colombian border when radar contact was lost.,unknown,unknown
9/29/2006,15:59,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,1907,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,PR-GTD / N600XL,34653/2039 /14500965,161.0,154.0,0.0,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members were not injured. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air trafficontrol to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off.","mechanical, collision, pilot_error","mechanical, collision, pilot_error"
7/29/1950,,"Tunbukta, Algeria",Cie Air Transport,,Algiers - Gao,Bristol 170 Freighter 21,F-BENF,12738,26.0,26.0,0.0,An explosion in the left wing fuel tank tore off the upper wing surface leading to loss of control of the aircraft.,"fire, mechanical","fire, mechanical"
2/5/1987,,"Near Jakiri, Cameroon",Aero France,,,Learjet 55,F-GDHR,55-070,11.0,11.0,0.0,Crashed into a mountain while en route.,cfit,cfit
9/2/1928,,"Toul, France",CIDNA,,,Bleriot Spad 56,,,3.0,3.0,0.0,,unknown,unknown
12/4/1978,19:45,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,217,Steamboat Springs - Denver,de Havilland Canada DHC-6 Twin Otter 300,N25RM,387,22.0,2.0,0.0,"Forced to return to Steamboat Springs due to severe icing, the plane crashed into a 10,530 ft. mountain.  Severe icing and strong downdraughts associated with a mountain wave which combined to exceed the aircraft's capability to maintain flight. Contributing to the accident was the Captain's decision to fly into probable icing conditions that exceeded the conditions authorized by company directives.","mechanical, weather, cfit, pilot_error","mechanical, weather, cfit, pilot_error"
6/6/1920,,"Cleveland, Ohio",US Aerial Mail Service,,,De Havilland DH-4,204,,1.0,1.0,0.0,,unknown,unknown
1/22/1947,,"Puesto Araujo, Colombia",AVIANCA,,Bogota - Barrancabermeja,Douglas DC-3 ( C-47-DO),C-108,4829,17.0,17.0,0.0,Crashed in the jungles of the Magdalena river valley.,cfit,cfit
1/25/1990,21:34,"Cove Neck, New York",AVIANCA,52,Medellin - New York City,Boeing B-707-321B,HK 2016,19276/592,158.0,73.0,0.0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term 'we need priority' several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say 'we are running out of fuel' numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.","fuel, mechanical, weather, cfit","fuel, mechanical, weather, cfit, pilot_error"
1/12/1970,12:00,Near Villia Greece,Military - Royal HelleniAir Force,,,Douglas C-47,,,27.0,23.0,0.0,"The aircraft, carrying paratroopers, crashed into a mountain in fog.","weather, cfit","weather, cfit"
